marketing_key,campaign_date,campaign_name,channel,impressions,clicks,spend,conversions,total_orders,total_sales_amount,conversion_rate,cost_per_order,revenue_generated
3258,12-03-2024,Weekend Special,App,8111,718,3046.05,22,6,7664.25,3.00E-02,507.68,4911.12
3259,13-03-2024,App Push Notification,Email,1525,995,4490.35,39,8,4369.36,4.00E-02,561.29,3136.61
3260,13-03-2024,Category Promotion,Social Media,6899,423,4207.54,34,8,4369.36,8.00E-02,525.94,3852.69
3261,13-03-2024,Email Campaign,Email,4749,496,4375.28,97,8,4369.36,0.2,546.91,5372.09
3262,13-03-2024,Festival Offer,SMS,1435,247,3257.92,72,8,4369.36,0.29,407.24,6781.99
3263,13-03-2024,Flash Sale,Email,5832,685,1719.06,13,8,4369.36,0.02,214.88,6200.13
3264,13-03-2024,Membership Drive,Email,3946,823,1367.61,97,8,4369.36,0.12,170.95,2995.36
3265,13-03-2024,New User Discount,Social Media,6082,267,3480.71,83,8,4369.36,0.31,435.09,8641.83
3266,13-03-2024,Referral Program,Email,2159,382,2388.84,75,8,4369.36,0.2,298.61,2231.23
3267,13-03-2024,Weekend Special,App,7301,340,4052.07,68,8,4369.36,0.2,506.51,5530.66
3268,14-03-2024,App Push Notification,Email,1295,859,1451.85,76,7,4738.52,9.00E-02,207.41,4795.73
3269,14-03-2024,Category Promotion,Email,2543,818,4015.45,65,7,4738.52,8.00E-02,573.64,5083.81
3270,14-03-2024,Email Campaign,Social Media,3923,720,2959.96,46,7,4738.52,6.00E-02,422.85,3220.59
3271,14-03-2024,Festival Offer,Social Media,6688,101,4601.1,40,7,4738.52,0.4,657.3,7895.09
3272,14-03-2024,Flash Sale,App,9855,565,2749.42,60,7,4738.52,0.11,392.77,3199.97
3273,14-03-2024,Membership Drive,SMS,8400,346,4874.31,56,7,4738.52,0.16,696.33,9677.5
3274,14-03-2024,New User Discount,App,9956,522,2187.45,19,7,4738.52,4.00E-02,312.49,4806.09
3275,14-03-2024,Referral Program,App,4718,177,2369.8,79,7,4738.52,0.45,338.54,3029.96
3276,14-03-2024,Weekend Special,SMS,2715,568,4657.15,89,7,4738.52,0.16,665.31,3768.93
3277,15-03-2024,App Push Notification,SMS,2935,337,4319.2,50,15,12738.28,0.15,287.95,8080.02
3278,15-03-2024,Category Promotion,App,1020,679,3036.79,50,15,12738.28,7.00E-02,202.45,2364.06
3279,15-03-2024,Email Campaign,Social Media,8535,260,2000.22,100,15,12738.28,0.38,133.35,4218.16
3280,15-03-2024,Festival Offer,App,8577,997,4836.63,80,15,12738.28,8.00E-02,322.44,2881.32
3281,15-03-2024,Flash Sale,App,4998,512,4436.58,42,15,12738.28,8.00E-02,295.77,3213.25
3282,15-03-2024,Membership Drive,App,9515,585,3637.61,37,15,12738.28,6.00E-02,242.51,2319.59
3283,15-03-2024,New User Discount,App,1741,654,2732.94,53,15,12738.28,8.00E-02,182.2,3525.89
3284,15-03-2024,Referral Program,Social Media,4678,464,4022.87,88,15,12738.28,0.19,268.19,4534.37
3285,15-03-2024,Weekend Special,Email,9666,232,2945.26,94,15,12738.28,0.41,196.35,4051.92
3286,16-03-2024,App Push Notification,App,7777,664,2471.22,35,11,9676.2,5.00E-02,224.66,7683.54
3287,16-03-2024,Category Promotion,SMS,6667,138,1790.29,78,11,9676.2,0.57,162.75,8926.84
3288,16-03-2024,Email Campaign,Social Media,2446,764,2355.08,41,11,9676.2,5.00E-02,214.1,8951.39
3289,16-03-2024,Festival Offer,Social Media,1235,895,3485.59,92,11,9676.2,0.1,316.87,5891.55
3290,16-03-2024,Flash Sale,App,5933,144,2996.43,86,11,9676.2,0.6,272.4,9355.24
3291,16-03-2024,Membership Drive,Email,7185,822,2230.63,13,11,9676.2,0.02,202.78,6235.43
3292,16-03-2024,New User Discount,App,1138,446,1319.59,56,11,9676.2,0.13,119.96,3569.7
3293,16-03-2024,Referral Program,Email,6355,151,2002.28,66,11,9676.2,0.44,182.03,2814.77
3294,16-03-2024,Weekend Special,App,5731,423,1716.16,61,11,9676.2,0.14,156.01,4228.37
3295,17-03-2024,App Push Notification,Email,6498,301,3609.64,31,2,723.53,0.1,1804.82,5966.57
3296,17-03-2024,Category Promotion,SMS,4767,787,2545.12,45,2,723.53,6.00E-02,1272.56,5262.99
3297,17-03-2024,Email Campaign,Social Media,5169,586,3175.83,55,2,723.53,9.00E-02,1587.92,7319.27
3298,17-03-2024,Festival Offer,Email,3869,842,4168.65,54,2,723.53,6.00E-02,2084.33,6522.81
3299,17-03-2024,Flash Sale,SMS,9273,610,3069.41,14,2,723.53,0.02,1534.71,3812.98
3300,17-03-2024,Membership Drive,Email,7363,320,4658.28,84,2,723.53,0.26,2329.14,2730.62
3301,17-03-2024,New User Discount,SMS,8690,229,3569.72,81,2,723.53,0.35,1784.86,6958.56
3302,17-03-2024,Referral Program,Social Media,2208,758,4888.46,19,2,723.53,3.00E-02,2444.23,4754.87
3303,17-03-2024,Weekend Special,SMS,2244,558,3373.86,73,2,723.53,0.13,1686.93,7705.63
3304,18-03-2024,App Push Notification,Social Media,2894,165,2701.94,30,4,3376.88,0.18,675.49,2464.14
3305,18-03-2024,Category Promotion,Social Media,6403,364,4086.05,81,4,3376.88,0.22,1021.51,5726.96
3306,18-03-2024,Email Campaign,Social Media,5638,224,4446.59,47,4,3376.88,0.21,1111.65,9028.29
3307,18-03-2024,Festival Offer,Social Media,3583,677,4930.41,79,4,3376.88,0.12,1232.6,6335.02
3308,18-03-2024,Flash Sale,Social Media,1080,268,1166.62,88,4,3376.88,0.33,291.66,9934.29
3309,18-03-2024,Membership Drive,App,9129,559,3853.18,85,4,3376.88,0.15,963.3,2146.19
3310,18-03-2024,New User Discount,App,8856,624,4809.1,50,4,3376.88,8.00E-02,1202.28,7618.15
3311,18-03-2024,Referral Program,SMS,2000,250,3960.95,70,4,3376.88,0.28,990.24,3973.5
3312,18-03-2024,Weekend Special,Social Media,4799,215,4829.48,35,4,3376.88,0.16,1207.37,9478.46
3313,19-03-2024,App Push Notification,Email,4920,549,4019.69,85,8,7382.82,0.15,502.46,4253.31
3314,19-03-2024,Category Promotion,App,1894,601,2611.81,83,8,7382.82,0.14,326.48,4164.06
3315,19-03-2024,Email Campaign,Social Media,4674,673,2386.97,26,8,7382.82,4.00E-02,298.37,6244.16
3316,19-03-2024,Festival Offer,Social Media,2626,355,4095.33,44,8,7382.82,0.12,511.92,8028.15
3317,19-03-2024,Flash Sale,App,1522,956,4510.68,90,8,7382.82,9.00E-02,563.84,7902.93
3318,19-03-2024,Membership Drive,Email,8202,243,3321.52,27,8,7382.82,0.11,415.19,7560.76
3319,19-03-2024,New User Discount,App,8771,503,3316.29,33,8,7382.82,7.00E-02,414.54,6152.35
3320,19-03-2024,Referral Program,App,9717,151,3297.1,93,8,7382.82,0.62,412.14,4659.47
3321,19-03-2024,Weekend Special,Social Media,8640,913,1975.76,18,8,7382.82,0.02,246.97,3535.63
3322,20-03-2024,App Push Notification,SMS,9764,934,1118.46,26,3,2597.48,3.00E-02,372.82,9686.32
3323,20-03-2024,Category Promotion,Email,9349,680,3953.12,42,3,2597.48,6.00E-02,1317.71,9492.35
3324,20-03-2024,Email Campaign,Social Media,7128,767,3485.45,30,3,2597.48,4.00E-02,1161.82,8650.34
3325,20-03-2024,Festival Offer,Email,3426,637,3865.72,47,3,2597.48,7.00E-02,1288.57,7015.8
3326,20-03-2024,Flash Sale,Email,5559,987,3334.39,80,3,2597.48,8.00E-02,1111.46,3608.22
3327,20-03-2024,Membership Drive,Email,9360,846,4633.27,42,3,2597.48,5.00E-02,1544.42,8996.5
3328,20-03-2024,New User Discount,SMS,6215,617,3293.65,83,3,2597.48,0.13,1097.88,7007.84
3329,20-03-2024,Referral Program,Email,9195,904,4167.29,33,3,2597.48,4.00E-02,1389.1,8796.73
3330,20-03-2024,Weekend Special,Email,4087,464,3608.03,87,3,2597.48,0.19,1202.68,3746.11
3331,21-03-2024,App Push Notification,Email,2109,937,2351.5,18,7,8579.87,0.02,335.93,8164.92
3332,21-03-2024,Category Promotion,Social Media,4777,811,1196.88,99,7,8579.87,0.12,170.98,7198.13
3333,21-03-2024,Email Campaign,Email,2971,442,1289.51,20,7,8579.87,5.00E-02,184.22,2641.87
3334,21-03-2024,Festival Offer,Email,3502,329,2827.64,70,7,8579.87,0.21,403.95,7409.71
3335,21-03-2024,Flash Sale,SMS,7904,223,4769.06,83,7,8579.87,0.37,681.29,3244.6
3336,21-03-2024,Membership Drive,Email,2005,722,2094.66,46,7,8579.87,6.00E-02,299.24,7978.4
3337,21-03-2024,New User Discount,SMS,8668,486,4317.76,73,7,8579.87,0.15,616.82,3415.1
3338,21-03-2024,Referral Program,Email,9931,560,3929.23,77,7,8579.87,0.14,561.32,8476.79
3339,21-03-2024,Weekend Special,Social Media,5020,604,4799.5,25,7,8579.87,4.00E-02,685.64,7544.47
3340,22-03-2024,App Push Notification,Email,2570,279,2777.74,91,8,5020.48,0.33,347.22,9048.38
3341,22-03-2024,Category Promotion,Social Media,7241,254,4224.48,41,8,5020.48,0.16,528.06,2876.98
3342,22-03-2024,Email Campaign,SMS,1362,937,4380.99,46,8,5020.48,5.00E-02,547.62,9341.48
3343,22-03-2024,Festival Offer,Social Media,6895,969,1032.29,14,8,5020.48,0.01,129.04,2720.77
3344,22-03-2024,Flash Sale,SMS,6698,887,4771.62,53,8,5020.48,6.00E-02,596.45,6089.03
3345,22-03-2024,Membership Drive,Social Media,8498,509,1764.3,28,8,5020.48,6.00E-02,220.54,6930.76
3346,22-03-2024,New User Discount,SMS,6566,617,3180.92,67,8,5020.48,0.11,397.62,4394.76
3347,22-03-2024,Referral Program,Social Media,8259,555,4768.81,25,8,5020.48,5.00E-02,596.1,8200.17
3348,22-03-2024,Weekend Special,App,4118,727,3802.91,71,8,5020.48,0.1,475.36,2787.33
3349,23-03-2024,App Push Notification,App,1508,653,3629.17,73,9,6466.07,0.11,403.24,3447.31
3350,23-03-2024,Category Promotion,Email,9844,119,4427.22,100,9,6466.07,0.84,491.91,3238.31
3351,23-03-2024,Email Campaign,Email,1512,686,2458.92,51,9,6466.07,7.00E-02,273.21,9792.05
3352,23-03-2024,Festival Offer,Social Media,1533,339,1720.96,73,9,6466.07,0.22,191.22,4321.16
3353,23-03-2024,Flash Sale,Email,2410,953,1468.31,98,9,6466.07,0.1,163.15,9219.99
3354,23-03-2024,Membership Drive,SMS,5483,174,1713.38,56,9,6466.07,0.32,190.38,4795.15
3355,23-03-2024,New User Discount,Social Media,5575,158,3758.85,35,9,6466.07,0.22,417.65,5741.52
3356,23-03-2024,Referral Program,Email,6742,558,1729.06,68,9,6466.07,0.12,192.12,9872.92
3357,23-03-2024,Weekend Special,Social Media,1632,668,2733.1,83,9,6466.07,0.12,303.68,8441.65
3358,24-03-2024,App Push Notification,Social Media,6868,845,3844.36,32,7,6803.61,4.00E-02,549.19,7566.56
3359,24-03-2024,Category Promotion,SMS,2026,476,4032.92,65,7,6803.61,0.14,576.13,9828.4
3360,24-03-2024,Email Campaign,SMS,8744,588,1417.98,48,7,6803.61,8.00E-02,202.57,7441.58
3361,24-03-2024,Festival Offer,App,5555,187,3832.19,96,7,6803.61,0.51,547.46,6495.92
3362,24-03-2024,Flash Sale,Email,1424,367,2384.97,45,7,6803.61,0.12,340.71,2171.8
3363,24-03-2024,Membership Drive,Email,5615,633,4676.65,50,7,6803.61,8.00E-02,668.09,2678.89
3364,24-03-2024,New User Discount,Email,4450,442,4336.01,69,7,6803.61,0.16,619.43,2222.39
3365,24-03-2024,Referral Program,Social Media,8042,930,4062.45,67,7,6803.61,7.00E-02,580.35,6111.86
3366,24-03-2024,Weekend Special,App,1399,999,4826.6,45,7,6803.61,5.00E-02,689.51,7276.64
3367,25-03-2024,App Push Notification,App,8382,426,4561.83,65,4,2013.45,0.15,1140.46,3639.58
3368,25-03-2024,Category Promotion,Email,5720,403,4432.67,80,4,2013.45,0.2,1108.17,3579.21
3369,25-03-2024,Email Campaign,Email,7219,470,1036.96,40,4,2013.45,9.00E-02,259.24,5590.68
3370,25-03-2024,Festival Offer,Social Media,8648,844,4735.08,39,4,2013.45,5.00E-02,1183.77,2710.45
3371,25-03-2024,Flash Sale,SMS,1120,399,1030.3,32,4,2013.45,8.00E-02,257.58,4298.01
3372,25-03-2024,Membership Drive,Social Media,5645,383,3391.22,47,4,2013.45,0.12,847.81,2038.2
3373,25-03-2024,New User Discount,Social Media,7959,208,3676.43,56,4,2013.45,0.27,919.11,4008.43
3374,25-03-2024,Referral Program,SMS,4058,425,4007.24,16,4,2013.45,4.00E-02,1001.81,6718.79
3375,25-03-2024,Weekend Special,SMS,1235,906,2206.57,31,4,2013.45,3.00E-02,551.64,2902.95
3376,26-03-2024,App Push Notification,App,3980,254,2640.97,76,7,5357.32,0.3,377.28,6511.7
3377,26-03-2024,Category Promotion,App,8263,663,4539.81,31,7,5357.32,5.00E-02,648.54,8148.18
3378,26-03-2024,Email Campaign,SMS,8918,116,4857.56,28,7,5357.32,0.24,693.94,3563.92
3379,26-03-2024,Festival Offer,SMS,5113,250,1410.51,67,7,5357.32,0.27,201.5,5775.58
3380,26-03-2024,Flash Sale,Email,6483,502,1161.23,24,7,5357.32,5.00E-02,165.89,2350.27
3381,26-03-2024,Membership Drive,Email,1442,398,4396,61,7,5357.32,0.15,628,7176.23
3382,26-03-2024,New User Discount,Social Media,8049,180,1652.06,56,7,5357.32,0.31,236.01,6398.53
3383,26-03-2024,Referral Program,SMS,6409,547,3593.8,38,7,5357.32,7.00E-02,513.4,9735.93
3384,26-03-2024,Weekend Special,Social Media,2245,819,3905.88,88,7,5357.32,0.11,557.98,9876.04
3385,27-03-2024,App Push Notification,SMS,5036,388,1793.06,73,14,12405.06,0.19,128.08,4621.48
3386,27-03-2024,Category Promotion,Email,5941,799,3699.9,20,14,12405.06,3.00E-02,264.28,3821.61
3387,27-03-2024,Email Campaign,App,9733,246,1675.77,44,14,12405.06,0.18,119.7,2682.32
3388,27-03-2024,Festival Offer,Email,8387,732,4988.66,92,14,12405.06,0.13,356.33,4619.99
3389,27-03-2024,Flash Sale,Email,9351,445,3158.94,74,14,12405.06,0.17,225.64,8779.02
3390,27-03-2024,Membership Drive,SMS,5668,833,4846.54,89,14,12405.06,0.11,346.18,3920.06
3391,27-03-2024,New User Discount,Social Media,1193,482,1959.62,55,14,12405.06,0.11,139.97,9576.12
3392,27-03-2024,Referral Program,Social Media,7600,252,4675.36,34,14,12405.06,0.13,333.95,5647.83
3393,27-03-2024,Weekend Special,SMS,3972,699,3848.47,62,14,12405.06,9.00E-02,274.89,4772.15
3394,28-03-2024,App Push Notification,Social Media,1821,631,2508.33,88,6,5617.71,0.14,418.06,7230.66
3395,28-03-2024,Category Promotion,Social Media,9687,749,2233.04,16,6,5617.71,0.02,372.17,9962.06
3396,28-03-2024,Email Campaign,Social Media,7379,563,4417.7,80,6,5617.71,0.14,736.28,9426.92
3397,28-03-2024,Festival Offer,App,7149,431,4194.82,31,6,5617.71,7.00E-02,699.14,4228.99
3398,28-03-2024,Flash Sale,Email,9717,296,1078.82,15,6,5617.71,5.00E-02,179.8,9747.82
3399,28-03-2024,Membership Drive,SMS,9434,762,3524.13,31,6,5617.71,4.00E-02,587.36,9767.11
3400,28-03-2024,New User Discount,SMS,5893,262,3923.61,80,6,5617.71,0.31,653.94,6947.31
3401,28-03-2024,Referral Program,App,4875,444,1196.79,23,6,5617.71,5.00E-02,199.47,4615.81
3402,28-03-2024,Weekend Special,App,6198,152,1013.03,26,6,5617.71,0.17,168.84,3583.59
3403,29-03-2024,App Push Notification,App,6929,268,1970.09,82,8,13847.98,0.31,246.26,5730.36
3404,29-03-2024,Category Promotion,Social Media,1789,653,4707.06,15,8,13847.98,0.02,588.38,6662.8
3405,29-03-2024,Email Campaign,Social Media,7464,734,2036.31,57,8,13847.98,8.00E-02,254.54,3866.16
3406,29-03-2024,Festival Offer,Email,5988,879,1284.69,50,8,13847.98,6.00E-02,160.59,7807.86
3407,29-03-2024,Flash Sale,App,7604,793,3017.08,48,8,13847.98,6.00E-02,377.14,4874.88
3408,29-03-2024,Membership Drive,SMS,7850,664,1152.04,65,8,13847.98,0.1,144.01,2894.01
3409,29-03-2024,New User Discount,SMS,3745,768,4035.3,22,8,13847.98,3.00E-02,504.41,6452.21
3410,29-03-2024,Referral Program,App,8627,194,1822.32,29,8,13847.98,0.15,227.79,5144.43
3411,29-03-2024,Weekend Special,SMS,8099,674,4597.61,64,8,13847.98,9.00E-02,574.7,5540.33
3412,30-03-2024,App Push Notification,Social Media,8887,165,4383.41,74,5,8880.31,0.45,876.68,8230.54
3413,30-03-2024,Category Promotion,Email,7177,345,1291.92,80,5,8880.31,0.23,258.38,8301.93
3414,30-03-2024,Email Campaign,Email,1699,666,3099.95,25,5,8880.31,4.00E-02,619.99,6431.8
3415,30-03-2024,Festival Offer,Email,7488,773,3308.74,20,5,8880.31,3.00E-02,661.75,2197.59
3416,30-03-2024,Flash Sale,Email,6977,413,1302.75,73,5,8880.31,0.18,260.55,4966.35
3417,30-03-2024,Membership Drive,Email,8539,997,1448.16,73,5,8880.31,7.00E-02,289.63,3747.96
3418,30-03-2024,New User Discount,SMS,6749,615,2142.89,64,5,8880.31,0.1,428.58,6912.39
3419,30-03-2024,Referral Program,Email,1185,800,1789.62,59,5,8880.31,7.00E-02,357.92,3237.07
3420,30-03-2024,Weekend Special,App,3734,221,3750.76,62,5,8880.31,0.28,750.15,8216.2
3421,31-03-2024,App Push Notification,Social Media,9219,708,3166.69,60,17,14498.52,8.00E-02,186.28,4103.08
3422,31-03-2024,Category Promotion,Email,8250,932,1849.9,89,17,14498.52,0.1,108.82,7766.43
3423,31-03-2024,Email Campaign,App,6379,502,3522.99,89,17,14498.52,0.18,207.23,6315.41
3424,31-03-2024,Festival Offer,Email,6489,966,4405.44,16,17,14498.52,0.02,259.14,5865.16
3425,31-03-2024,Flash Sale,SMS,3845,362,3910.98,33,17,14498.52,9.00E-02,230.06,6008.41
3426,31-03-2024,Membership Drive,Email,7664,764,2883.9,85,17,14498.52,0.11,169.64,7410.05
3427,31-03-2024,New User Discount,App,2937,852,3872.53,89,17,14498.52,0.1,227.8,7741.22
3428,31-03-2024,Referral Program,App,8858,135,1032.94,12,17,14498.52,9.00E-02,60.76,8122.27
3429,31-03-2024,Weekend Special,App,4376,118,2452.93,88,17,14498.52,0.75,144.29,3756.15
3430,01-04-2024,App Push Notification,App,4730,869,4878.43,30,2,2871.63,3.00E-02,2439.22,8407.82
3431,01-04-2024,Category Promotion,Email,1252,731,2608.76,77,2,2871.63,0.11,1304.38,9164.83
3432,01-04-2024,Email Campaign,Email,5502,894,3347.33,97,2,2871.63,0.11,1673.67,6657.33
3433,01-04-2024,Festival Offer,SMS,6711,284,2779.99,13,2,2871.63,5.00E-02,1390,2585.09
3434,01-04-2024,Flash Sale,SMS,1868,574,1958.7,34,2,2871.63,6.00E-02,979.35,8191.12
3435,01-04-2024,Membership Drive,Email,4595,322,3952.09,29,2,2871.63,9.00E-02,1976.05,2691.11
3436,01-04-2024,New User Discount,Email,2477,780,4311.04,69,2,2871.63,9.00E-02,2155.52,6496.72
3437,01-04-2024,Referral Program,Social Media,8154,116,1874.29,79,2,2871.63,0.68,937.15,7789.98
3438,01-04-2024,Weekend Special,SMS,2424,211,3123.32,55,2,2871.63,0.26,1561.66,4895.99
3439,02-04-2024,App Push Notification,SMS,3588,877,4670.88,32,5,5460.08,4.00E-02,934.18,8361.12
3440,02-04-2024,Category Promotion,Email,6910,142,2289.85,96,5,5460.08,0.68,457.97,2726.12
3441,02-04-2024,Email Campaign,SMS,1722,461,4814.66,55,5,5460.08,0.12,962.93,9892.36
3442,02-04-2024,Festival Offer,Email,1097,782,4737.75,76,5,5460.08,0.1,947.55,4077.31
3443,02-04-2024,Flash Sale,Email,4914,206,2554.32,45,5,5460.08,0.22,510.86,7878.57
3444,02-04-2024,Membership Drive,App,3228,841,3511.84,10,5,5460.08,0.01,702.37,5095.48
3445,02-04-2024,New User Discount,App,3358,868,3054.66,22,5,5460.08,3.00E-02,610.93,2341.67
3446,02-04-2024,Referral Program,SMS,7418,880,4582.89,62,5,5460.08,7.00E-02,916.58,6820.65
3447,02-04-2024,Weekend Special,Email,2599,434,1356.61,96,5,5460.08,0.22,271.32,4632.28
3448,03-04-2024,App Push Notification,Email,1849,932,1603.23,48,10,8444.55,5.00E-02,160.32,2501.33
3449,03-04-2024,Category Promotion,SMS,5135,259,2016.82,94,10,8444.55,0.36,201.68,7663.97
3450,03-04-2024,Email Campaign,App,9474,980,4056.38,12,10,8444.55,0.01,405.64,8935.6
3451,03-04-2024,Festival Offer,Social Media,1297,809,3562.59,32,10,8444.55,4.00E-02,356.26,3371.07
3452,03-04-2024,Flash Sale,App,6051,681,4343.26,29,10,8444.55,4.00E-02,434.33,2970.99
3453,03-04-2024,Membership Drive,Social Media,5367,520,2238.53,96,10,8444.55,0.18,223.85,7094.1
3454,03-04-2024,New User Discount,Social Media,9925,901,1248.5,99,10,8444.55,0.11,124.85,5705.73
3455,03-04-2024,Referral Program,App,1496,746,1486.49,74,10,8444.55,0.1,148.65,9735.5
3456,03-04-2024,Weekend Special,Email,8972,640,1349.36,92,10,8444.55,0.14,134.94,4183.07
3457,04-04-2024,App Push Notification,Email,7822,756,4910.53,76,9,7984.63,0.1,545.61,9120.96
3458,04-04-2024,Category Promotion,SMS,4172,424,1212.57,45,9,7984.63,0.11,134.73,8568.42
3459,04-04-2024,Email Campaign,SMS,8817,110,1144.54,32,9,7984.63,0.29,127.17,4206.95
3460,04-04-2024,Festival Offer,Social Media,9132,825,4947.34,35,9,7984.63,4.00E-02,549.7,9713.09
3461,04-04-2024,Flash Sale,Email,5781,960,4065.02,65,9,7984.63,7.00E-02,451.67,5566.58
3462,04-04-2024,Membership Drive,App,8942,658,4048.53,66,9,7984.63,0.1,449.84,5065.57
3463,04-04-2024,New User Discount,Social Media,9572,507,1203.73,84,9,7984.63,0.17,133.75,7550.79
3464,04-04-2024,Referral Program,SMS,9237,266,3779.96,90,9,7984.63,0.34,420,6235.64
3465,04-04-2024,Weekend Special,SMS,4012,638,4597.52,50,9,7984.63,8.00E-02,510.84,6344.82
3466,05-04-2024,App Push Notification,SMS,8010,472,2231.01,32,5,2674.18,7.00E-02,446.2,7477.24
3467,05-04-2024,Category Promotion,Email,4353,369,1819.47,99,5,2674.18,0.27,363.89,4778.97
3468,05-04-2024,Email Campaign,App,4421,102,3748.53,17,5,2674.18,0.17,749.71,9671.29
3469,05-04-2024,Festival Offer,SMS,4256,830,1237.22,13,5,2674.18,0.02,247.44,8994.03
3470,05-04-2024,Flash Sale,App,6464,663,2382.59,64,5,2674.18,0.1,476.52,5045.79
3471,05-04-2024,Membership Drive,SMS,2023,165,2565.72,48,5,2674.18,0.29,513.14,5305.89
3472,05-04-2024,New User Discount,Social Media,9485,867,1912.12,70,5,2674.18,8.00E-02,382.42,8669.81
3473,05-04-2024,Referral Program,SMS,5406,539,1770.23,37,5,2674.18,7.00E-02,354.05,9639.69
3474,05-04-2024,Weekend Special,Email,9813,247,2585.08,98,5,2674.18,0.4,517.02,7930.87
3475,06-04-2024,App Push Notification,App,7898,237,1219.35,50,7,5397.86,0.21,174.19,9493.29
3476,06-04-2024,Category Promotion,Social Media,4001,486,4533.51,70,7,5397.86,0.14,647.64,7492.06
3477,06-04-2024,Email Campaign,Social Media,7445,398,3145,24,7,5397.86,6.00E-02,449.29,9862.35
3478,06-04-2024,Festival Offer,Email,3650,413,1958.79,74,7,5397.86,0.18,279.83,6726.12
3479,06-04-2024,Flash Sale,SMS,7628,796,3483.54,46,7,5397.86,6.00E-02,497.65,4648.03
3480,06-04-2024,Membership Drive,SMS,4166,465,3962.9,18,7,5397.86,4.00E-02,566.13,4849.16
3481,06-04-2024,New User Discount,SMS,7911,196,3161.79,93,7,5397.86,0.47,451.68,5291.11
3482,06-04-2024,Referral Program,Email,2046,927,2443.69,50,7,5397.86,5.00E-02,349.1,3535.34
3483,06-04-2024,Weekend Special,Social Media,3581,763,4729.09,44,7,5397.86,6.00E-02,675.58,9727.71
3484,07-04-2024,App Push Notification,App,3385,493,4849.52,27,9,10271.35,5.00E-02,538.84,3742.89
3485,07-04-2024,Category Promotion,Email,7096,258,3735.67,53,9,10271.35,0.21,415.07,2461.03
3486,07-04-2024,Email Campaign,Social Media,2066,165,4086.14,27,9,10271.35,0.16,454.02,7750.12
3487,07-04-2024,Festival Offer,Social Media,7803,979,2415.44,23,9,10271.35,0.02,268.38,9470.83
3488,07-04-2024,Flash Sale,App,1110,352,4567.37,15,9,10271.35,4.00E-02,507.49,4036.37
3489,07-04-2024,Membership Drive,Social Media,6217,225,2492.47,69,9,10271.35,0.31,276.94,3520.59
3490,07-04-2024,New User Discount,Social Media,3300,951,2750.4,15,9,10271.35,0.02,305.6,2657.46
3491,07-04-2024,Referral Program,App,9832,609,3547.41,72,9,10271.35,0.12,394.16,7729.93
3492,07-04-2024,Weekend Special,SMS,5387,572,1426.22,13,9,10271.35,0.02,158.47,9566.19
3493,08-04-2024,App Push Notification,SMS,1012,843,3657.33,87,7,4074.39,0.1,522.48,2150.85
3494,08-04-2024,Category Promotion,Social Media,4721,946,3425.57,83,7,4074.39,9.00E-02,489.37,9447.22
3495,08-04-2024,Email Campaign,Social Media,6801,741,2634.23,35,7,4074.39,5.00E-02,376.32,4265.15
3496,08-04-2024,Festival Offer,Email,2316,223,3337.13,95,7,4074.39,0.43,476.73,7620.7
3497,08-04-2024,Flash Sale,App,9739,446,3871.81,40,7,4074.39,9.00E-02,553.12,2270.68
3498,08-04-2024,Membership Drive,Email,4530,246,1544.38,54,7,4074.39,0.22,220.63,8379.51
3499,08-04-2024,New User Discount,Social Media,8776,614,3177.01,37,7,4074.39,6.00E-02,453.86,8400.49
3500,08-04-2024,Referral Program,SMS,3376,760,3633.35,31,7,4074.39,4.00E-02,519.05,7568.34
3501,08-04-2024,Weekend Special,Email,2844,936,4336.07,92,7,4074.39,0.1,619.44,2814.73
3502,09-04-2024,App Push Notification,SMS,6692,360,4736.48,79,10,8905.39,0.22,473.65,5215.26
3503,09-04-2024,Category Promotion,App,4392,623,1293.64,98,10,8905.39,0.16,129.36,5943.4
3504,09-04-2024,Email Campaign,App,5355,314,2782.53,46,10,8905.39,0.15,278.25,3425.08
3505,09-04-2024,Festival Offer,Email,7341,178,1668.83,67,10,8905.39,0.38,166.88,4774.38
3506,09-04-2024,Flash Sale,App,7579,926,4530.05,15,10,8905.39,0.02,453.01,4918.83
3507,09-04-2024,Membership Drive,SMS,5721,653,4507.42,80,10,8905.39,0.12,450.74,7378.33
3508,09-04-2024,New User Discount,Email,3397,607,1547.67,26,10,8905.39,4.00E-02,154.77,6327.21
3509,09-04-2024,Referral Program,App,3834,774,4530.61,60,10,8905.39,8.00E-02,453.06,2035.46
3510,09-04-2024,Weekend Special,App,3401,165,3893.39,95,10,8905.39,0.58,389.34,4224.71
3511,10-04-2024,App Push Notification,App,2596,628,1991.56,38,10,12952.32,6.00E-02,199.16,5270.89
3512,10-04-2024,Category Promotion,SMS,6010,117,1060.48,86,10,12952.32,0.74,106.05,6281.67
3513,10-04-2024,Email Campaign,App,6528,532,2528.62,96,10,12952.32,0.18,252.86,2365.46
3514,10-04-2024,Festival Offer,App,9206,436,3288.75,19,10,12952.32,4.00E-02,328.88,7071.4
3515,10-04-2024,Flash Sale,SMS,4370,807,2897.25,38,10,12952.32,5.00E-02,289.73,8231.88
3516,10-04-2024,Membership Drive,Email,9489,331,2624.81,16,10,12952.32,5.00E-02,262.48,4563.91
3517,10-04-2024,New User Discount,SMS,3243,768,3514.97,41,10,12952.32,5.00E-02,351.5,9725.51
